,community_num,num_users,num_games,num_users_zscore,num_games_zscore,avg_num_games_played,top_demographic,most_increased_demographic
0,0,30327,2362,7.3805607521165095,3.320838765871717,0.07788439344478518,US,US
1,1,24432,4796,5.861475998788648,6.980318268116194,0.19629993451211525,US,NONE
2,2,20530,7388,4.855968160368747,10.877348206414338,0.35986361422308816,US,US
3,3,14490,1562,3.299518302845374,2.1180517478784626,0.10779848171152519,US,BR
4,4,15247,134,3.49458991578332,-0.02892307923949687,0.008788614153603987,NONE,NONE
5,5,12509,738,2.789033672422559,0.8791811193454103,0.05899752178431529,US,US
6,6,10721,237,2.3282832841358383,0.12593574932713464,0.022106146814662813,US,PL
7,7,9920,785,2.121873294752358,0.9498448566525141,0.07913306451612903,US,RU
8,8,10003,89,2.143261595774616,-0.09657984900161744,0.008897330800759773,US,NONE
9,9,8348,1093,1.7167840271982615,1.412917858579917,0.13092956396741734,US,RU
10,10,7731,147,1.5577890665870162,-0.009377790197106486,0.019014357780364765,US,NONE
11,11,7052,363,1.3828173028025177,0.3153747046610722,0.051474758933635845,US,US
12,12,6128,1103,1.144711397446293,1.4279526963048326,0.1799934725848564,US,GB
13,13,6589,228,1.2635066597506432,0.11240439537471053,0.034603126422825925,NONE,NONE
14,14,6002,115,1.1122424103522623,-0.057489270916836664,0.019160279906697768,US,NONE
15,15,5259,804,0.9207784626469865,0.9784110483298538,0.1528807758128922,US,US
16,16,5687,28,1.0310699426171859,-0.1882923591236031,0.004923509759099701,NONE,SE
17,17,4461,23,0.7151415443847925,-0.19580977798606092,0.0051557946648733465,NONE,NONE
18,18,4156,304,0.6365459803873373,0.2266691620840697,0.07314725697786333,US,US
19,19,4409,49,0.7017416449491608,-0.15671919990128017,0.011113631208890905,NONE,NONE
20,20,4359,79,0.6888571262610533,-0.11161468672653312,0.018123422803395274,US,US
21,21,3959,224,0.5857809767561942,0.10639046028474425,0.05657994443041172,US,PL
22,22,4141,28,0.6326806247809051,-0.1882923591236031,0.006761651774933591,US,DE
23,23,3935,74,0.5795964077859027,-0.11913210558899096,0.01880559085133418,US,JP
24,24,3324,434,0.42214758941723024,0.4221220525079735,0.1305655836341757,US,US
25,25,3439,141,0.4517819823998772,-0.018398692832055894,0.04100029078220413,US,NONE
26,26,3495,17,0.4662126433305575,-0.20483068062101034,0.004864091559370529,NONE,NONE
27,27,2983,511,0.3342751719643378,0.5378903029898243,0.1713040563191418,US,US
28,28,3304,57,0.4169937819419873,-0.1446913297213476,0.01725181598062954,US,AR
29,29,3185,88,0.3863286274642917,-0.09808333277410901,0.027629513343799057,NONE,RU
30,30,2829,294,0.294590854404967,0.21163432435915402,0.10392364793213149,US,JP
31,31,2960,82,0.3283482933678084,-0.1071042354090584,0.027702702702702704,US,NONE
32,32,2578,238,0.22991057059066788,0.1274392330996262,0.09231962761830877,US,US
33,33,2180,565,0.12734980183333303,0.619078426704369,0.2591743119266055,US,FR
34,34,2543,59,0.22089140750899272,-0.1416843621763645,0.02320094376720409,US,TR
35,35,2480,110,0.20465691396197738,-0.06500668977929451,0.04435483870967742,US,GB
36,36,2314,242,0.16188031191746083,0.1334531681895925,0.10458081244598098,US,US
37,37,2355,81,0.1724456172417089,-0.10860771918154997,0.034394904458598725,US,US
38,38,2343,92,0.16935333275656314,-0.09206939768414273,0.039265898420828,US,FR
39,39,2152,227,0.12013447136799288,0.11090091160221896,0.10548327137546469,US,US
40,40,2296,57,0.15724188518974216,-0.1446913297213476,0.024825783972125436,US,TR
41,41,2191,127,0.13018439594471665,-0.039447465646937845,0.05796439981743496,US,JP
42,42,2222,36,0.13817279753134323,-0.17626448894367053,0.016201620162016202,NONE,NONE
43,43,2143,46,0.11781525800413355,-0.16122965121875485,0.021465235650956604,US,US
44,44,2000,57,0.0809655345561464,-0.1446913297213476,0.0285,US,FR
45,45,1713,266,0.007008397286409944,0.1695367787293901,0.15528312901342672,US,FI
46,46,1883,79,0.05081576082597509,-0.11161468672653312,0.04195432819968136,US,RU
47,47,1844,49,0.04076583624925132,-0.15671919990128017,0.026572668112798264,US,US
48,48,1786,26,0.02581979457104674,-0.19129932666858623,0.014557670772676373,NONE,NONE
49,49,1735,62,0.012677585509177199,-0.13717391085888977,0.035734870317002884,US,CN
50,50,1555,94,-0.03370668176800943,-0.0890624301391596,0.06045016077170418,US,AR
51,51,1496,79,-0.04891041381997615,-0.11161468672653312,0.052807486631016046,US,BR
52,52,1459,37,-0.05844495764917563,-0.17476100517117898,0.025359835503769704,US,DE
53,53,1463,32,-0.05741419615412703,-0.1822784240336368,0.021872863978127138,US,MX
54,54,1238,159,-0.11539453025061032,0.00866401507279233,0.1284329563812601,US,CN
55,55,1308,53,-0.09735620408725996,-0.15070526481131388,0.040519877675840976,US,US
56,56,1212,47,-0.12209447996842616,-0.15972616744626328,0.038778877887788776,US,FR
57,57,1207,44,-0.1233829318372369,-0.164236618763738,0.03645401822700911,US,US
58,58,1066,32,-0.15971727453769977,-0.1822784240336368,0.0300187617260788,US,US
59,59,1079,12,-0.15636729967879184,-0.21234809948346817,0.011121408711770158,US,GB
60,60,1041,31,-0.16615953388175345,-0.18378190780612838,0.029779058597502402,US,US
61,61,801,239,-0.22800522358466896,0.12894271687211778,0.2983770287141074,US,NONE
62,62,1000,29,-0.17672483920600152,-0.18678887535111152,0.029,US,FR
63,63,938,80,-0.1927016423792547,-0.11011120295404155,0.08528784648187633,US,CN
64,64,710,300,-0.2514550475970244,0.22065522699410342,0.4225352112676056,US,US
65,65,984,20,-0.18084788518619588,-0.20032022930353563,0.02032520325203252,US,NONE
66,66,962,21,-0.18651707340896315,-0.19881674553104406,0.02182952182952183,NONE,NONE
67,67,874,45,-0.20919382630003217,-0.16273313499124642,0.05148741418764302,US,NONE
68,68,876,42,-0.20867844555250786,-0.16724358630872113,0.04794520547945205,US,NONE
69,69,867,35,-0.21099765891636718,-0.1777679727161621,0.040369088811995385,US,FR
70,70,840,13,-0.2179552990079452,-0.2108446157109766,0.015476190476190477,US,DE
71,71,647,136,-0.26768954114403976,-0.025916111694513737,0.21020092735703247,US,US
72,72,692,39,-0.25609347432474305,-0.17175403762619584,0.05635838150289017,US,RU
73,73,635,32,-0.2707818256291855,-0.1822784240336368,0.050393700787401574,US,NONE
74,74,608,47,-0.2777394657207635,-0.15972616744626328,0.07730263157894737,US,RU
75,75,615,20,-0.2759356331044285,-0.20032022930353563,0.032520325203252036,US,US
76,76,583,38,-0.2841817250648172,-0.17325752139868741,0.06518010291595197,US,FR
77,77,530,52,-0.29783931487421106,-0.15220874858380545,0.09811320754716982,US,RU
78,78,385,192,-0.3352044190697225,0.05827897956501408,0.4987012987012987,US,US
79,79,507,38,-0.30376619347074046,-0.17325752139868741,0.07495069033530571,US,CA
80,80,504,20,-0.3045392645920269,-0.20032022930353563,0.03968253968253968,NONE,NONE
81,81,499,14,-0.3058277164608376,-0.20934113193848503,0.028056112224448898,US,DE
82,82,464,38,-0.3148468795425128,-0.17325752139868741,0.08189655172413793,US,US
83,83,407,83,-0.32953523084695524,-0.10560075163656685,0.20393120393120392,US,DE
84,84,416,23,-0.3272160174830959,-0.19580977798606092,0.055288461538461536,US,US
85,85,422,9,-0.325669875240523,-0.21685855080094288,0.02132701421800948,US,FR
86,86,393,12,-0.3331428960796253,-0.21234809948346817,0.030534351145038167,NONE,NONE
87,87,377,23,-0.3372659420598197,-0.19580977798606092,0.0610079575596817,US,CA
88,88,376,17,-0.3375236324335818,-0.20483068062101034,0.04521276595744681,US,NONE
89,89,356,25,-0.34267743990882477,-0.19280281044107778,0.0702247191011236,US,FR
90,90,364,7,-0.3406159169187276,-0.21986551834592602,0.019230769230769232,US,GB
91,91,312,30,-0.3540158163543593,-0.18528539157861995,0.09615384615384616,SE,SE
92,92,259,39,-0.3676734061637531,-0.17175403762619584,0.15057915057915058,US,RU
93,93,294,3,-0.35865424308207794,-0.22587945343589227,0.01020408163265306,NONE,NONE
94,94,239,37,-0.37282721363899607,-0.17476100517117898,0.15481171548117154,US,GB
95,95,263,8,-0.36664264466870455,-0.21836203457343445,0.030418250950570342,US,GB
96,96,232,23,-0.3746310462553311,-0.19580977798606092,0.09913793103448276,US,US
97,97,201,28,-0.38261944784195767,-0.1882923591236031,0.13930348258706468,US,FR
98,98,207,16,-0.3810733055993848,-0.2063341643935019,0.07729468599033816,FR,FR
99,99,167,48,-0.3913809205498707,-0.15822268367377174,0.2874251497005988,US,US
100,100,172,37,-0.39009246868106,-0.17476100517117898,0.21511627906976744,US,JP
101,101,169,39,-0.39086553980234645,-0.17175403762619584,0.23076923076923078,US,US
102,102,174,20,-0.3895770879335357,-0.20032022930353563,0.11494252873563218,US,FR
103,103,145,29,-0.39705010877263797,-0.18678887535111152,0.2,CN,CN
104,104,146,17,-0.39679241839887586,-0.20483068062101034,0.11643835616438356,NONE,NONE
105,105,145,11,-0.39705010877263797,-0.21385158325595974,0.07586206896551724,US,NO
106,106,144,9,-0.39730779914640013,-0.21685855080094288,0.0625,US,DK
107,107,137,7,-0.3991116317627352,-0.21986551834592602,0.051094890510948905,US,AU
108,108,120,23,-0.4034923681166917,-0.19580977798606092,0.19166666666666668,US,FR
109,109,122,14,-0.40297698736916737,-0.20934113193848503,0.11475409836065574,US,PL
110,110,113,23,-0.4052962007330267,-0.19580977798606092,0.20353982300884957,US,US
111,111,118,15,-0.404007748864216,-0.20783764816599348,0.1271186440677966,US,FI
112,112,65,60,-0.41766533867360983,-0.14018087840387292,0.9230769230769231,GB,GB
113,113,110,14,-0.4060692718543132,-0.20934113193848503,0.12727272727272726,NONE,NONE
114,114,70,46,-0.41637688680479906,-0.16122965121875485,0.6571428571428571,US,US
115,115,70,45,-0.41637688680479906,-0.16273313499124642,0.6428571428571429,BR,BR
116,116,87,14,-0.41199615045084254,-0.20934113193848503,0.16091954022988506,US,AU
117,117,76,25,-0.4148307445622262,-0.19280281044107778,0.32894736842105265,US,GB
118,118,79,15,-0.41405767344093974,-0.20783764816599348,0.189873417721519,US,CL
119,119,76,17,-0.4148307445622262,-0.20483068062101034,0.2236842105263158,US,FR
120,120,63,26,-0.4181807194211341,-0.19129932666858623,0.4126984126984127,US,US
121,121,65,15,-0.41766533867360983,-0.20783764816599348,0.23076923076923078,FR,FR
122,122,70,7,-0.41637688680479906,-0.21986551834592602,0.1,US,FR
123,123,57,16,-0.419726861663707,-0.2063341643935019,0.2807017543859649,US,US
124,124,67,6,-0.4171499579260855,-0.2213690021184176,0.08955223880597014,NONE,NONE
125,125,51,16,-0.42127300390627986,-0.2063341643935019,0.3137254901960784,US,BR
126,126,58,9,-0.4194691712899449,-0.21685855080094288,0.15517241379310345,US,GB
127,127,39,27,-0.4243652883914257,-0.18979584289609466,0.6923076923076923,US,JP
128,128,51,12,-0.42127300390627986,-0.21234809948346817,0.23529411764705882,US,PL
129,129,49,12,-0.4217883846538042,-0.21234809948346817,0.24489795918367346,NONE,NONE
130,130,51,6,-0.42127300390627986,-0.2213690021184176,0.11764705882352941,US,AU
131,131,53,4,-0.4207576231587556,-0.22437596966340073,0.07547169811320754,US,US
132,132,46,9,-0.42256145577509063,-0.21685855080094288,0.1956521739130435,NONE,NONE
133,133,47,4,-0.42230376540132847,-0.22437596966340073,0.0851063829787234,US,US
134,134,43,7,-0.4233345268963771,-0.21986551834592602,0.16279069767441862,US,US
135,135,37,12,-0.42488066913894995,-0.21234809948346817,0.32432432432432434,US,UA
136,136,35,13,-0.4253960498864742,-0.2108446157109766,0.37142857142857144,US,US
137,137,35,10,-0.4253960498864742,-0.2153550670284513,0.2857142857142857,JP,JP
138,138,33,9,-0.42591143063399856,-0.21685855080094288,0.2727272727272727,US,CA
139,139,35,7,-0.4253960498864742,-0.21986551834592602,0.2,US,BR
140,140,21,21,-0.4290037151191443,-0.19881674553104406,1.0,TW,TW
141,141,33,8,-0.42591143063399856,-0.21836203457343445,0.24242424242424243,IN,IN
142,142,36,5,-0.4251383595127121,-0.22287248589090916,0.1388888888888889,US,US
143,143,28,12,-0.42719988250280927,-0.21234809948346817,0.42857142857142855,US,US
144,144,33,5,-0.42591143063399856,-0.22287248589090916,0.15151515151515152,US,DE
145,145,28,7,-0.42719988250280927,-0.21986551834592602,0.25,US,DE
146,146,28,7,-0.42719988250280927,-0.21986551834592602,0.25,US,ES
147,147,24,10,-0.4282306439978579,-0.2153550670284513,0.4166666666666667,JP,JP
148,148,24,8,-0.4282306439978579,-0.21836203457343445,0.3333333333333333,US,US
149,149,25,7,-0.4279729536240957,-0.21986551834592602,0.28,US,US
150,150,27,4,-0.42745757287657143,-0.22437596966340073,0.14814814814814814,NONE,NONE
151,151,20,11,-0.4292614054929065,-0.21385158325595974,0.55,JP,JP
152,152,20,11,-0.4292614054929065,-0.21385158325595974,0.55,US,US
153,153,20,10,-0.4292614054929065,-0.2153550670284513,0.5,US,US
154,154,25,5,-0.4279729536240957,-0.22287248589090916,0.2,US,NZ
155,155,24,6,-0.4282306439978579,-0.2213690021184176,0.25,US,GB
156,156,22,7,-0.42874602474538215,-0.21986551834592602,0.3181818181818182,CZ,CZ
157,157,19,9,-0.42951909586666864,-0.21685855080094288,0.47368421052631576,JP,JP
158,158,20,7,-0.4292614054929065,-0.21986551834592602,0.35,US,GB
159,159,16,11,-0.4302921669879551,-0.21385158325595974,0.6875,PL,PL
160,160,20,5,-0.4292614054929065,-0.22287248589090916,0.25,JP,JP
161,161,19,5,-0.42951909586666864,-0.22287248589090916,0.2631578947368421,US,JP
162,162,21,1,-0.4290037151191443,-0.22888642098087542,0.047619047619047616,NONE,NONE
163,163,15,6,-0.4305498573617172,-0.2213690021184176,0.4,FR,FR
164,164,16,5,-0.4302921669879551,-0.22287248589090916,0.3125,US,JP
165,165,11,8,-0.4315806188567658,-0.21836203457343445,0.7272727272727273,NONE,NONE
166,166,18,1,-0.42977678624043075,-0.22888642098087542,0.05555555555555555,US,US
167,167,12,7,-0.43132292848300363,-0.21986551834592602,0.5833333333333334,US,US
168,168,13,5,-0.4310652381092415,-0.22287248589090916,0.38461538461538464,NONE,NONE
169,169,14,4,-0.43080754773547936,-0.22437596966340073,0.2857142857142857,JP,JP
170,170,12,5,-0.43132292848300363,-0.22287248589090916,0.4166666666666667,US,CA
171,171,14,3,-0.43080754773547936,-0.22587945343589227,0.21428571428571427,NONE,NONE
172,172,12,3,-0.43132292848300363,-0.22587945343589227,0.25,US,US
173,173,10,5,-0.43183830923052796,-0.22287248589090916,0.5,RU,RU
174,174,10,4,-0.43183830923052796,-0.22437596966340073,0.4,JP,JP
175,175,9,5,-0.43209599960429007,-0.22287248589090916,0.5555555555555556,US,US
176,176,12,1,-0.43132292848300363,-0.22888642098087542,0.08333333333333333,NONE,NONE
177,177,9,4,-0.43209599960429007,-0.22437596966340073,0.4444444444444444,DE,DE
178,178,9,4,-0.43209599960429007,-0.22437596966340073,0.4444444444444444,JP,JP
179,179,11,2,-0.4315806188567658,-0.22738293720838385,0.18181818181818182,US,BG
180,180,6,6,-0.43286907072557657,-0.2213690021184176,1.0,FR,FR
181,181,10,1,-0.43183830923052796,-0.22888642098087542,0.1,NONE,NONE
182,182,10,1,-0.43183830923052796,-0.22888642098087542,0.1,US,US
183,183,10,1,-0.43183830923052796,-0.22888642098087542,0.1,NONE,NONE
184,184,7,4,-0.4326113803518144,-0.22437596966340073,0.5714285714285714,US,FI
185,185,5,6,-0.4331267610993387,-0.2213690021184176,1.2,DE,NZ
186,186,7,3,-0.4326113803518144,-0.22587945343589227,0.42857142857142855,US,CA
187,187,7,2,-0.4326113803518144,-0.22738293720838385,0.2857142857142857,US,US
188,188,5,4,-0.4331267610993387,-0.22437596966340073,0.8,NONE,NONE
189,189,5,3,-0.4331267610993387,-0.22587945343589227,0.6,US,US
190,190,6,1,-0.43286907072557657,-0.22888642098087542,0.16666666666666666,JP,JP
191,191,5,1,-0.4331267610993387,-0.22888642098087542,0.2,FI,FI
192,192,5,1,-0.4331267610993387,-0.22888642098087542,0.2,US,US
193,193,4,1,-0.43338445147310084,-0.22888642098087542,0.25,AR,IE
194,194,2,3,-0.4338998322206251,-0.22587945343589227,1.5,GB,GB
195,195,3,2,-0.433642141846863,-0.22738293720838385,0.6666666666666666,JP,JP
196,196,4,1,-0.43338445147310084,-0.22888642098087542,0.25,US,NL
197,197,3,2,-0.433642141846863,-0.22738293720838385,0.6666666666666666,BR,BR
